Date Time,Level (inches),Flow (gpm),Site ID,Year
8/5/15 13:10,0.016,0.000,SDG072,2015
8/5/2015 13:15,0.016,0,SDG072,2015
8/5/2015 13:20,0.017,0,SDG072,2015
8/5/2015 13:25,0.018,0,SDG072,2015
8/5/2015 13:30,0.021,0,SDG072,2015
8/5/2015 13:35,0.024,0,SDG072,2015
8/5/2015 13:40,0.027,0,SDG072,2015
8/5/2015 13:45,0.032,0,SDG072,2015
8/5/2015 13:50,0.038,0.001,SDG072,2015
8/5/2015 13:55,0.045,0.001,SDG072,2015
8/5/2015 14:00,0.05,0.001,SDG072,2015
8/5/2015 14:05,0.058,0.002,SDG072,2015
8/5/2015 14:10,0.065,0.002,SDG072,2015
8/5/2015 14:15,0.071,0.003,SDG072,2015
8/5/2015 14:20,0.077,0.004,SDG072,2015
8/5/2015 14:25,0.083,0.005,SDG072,2015
8/5/2015 14:30,0.09,0.005,SDG072,2015
8/5/2015 14:35,0.098,0.007,SDG072,2015
8/5/2015 14:40,0.103,0.008,SDG072,2015
8/5/2015 14:45,0.108,0.009,SDG072,2015
8/5/2015 14:50,0.114,0.01,SDG072,2015
8/5/2015 14:55,0.119,0.011,SDG072,2015
8/5/2015 15:00,0.124,0.012,SDG072,2015
8/5/2015 15:05,0.13,0.014,SDG072,2015
8/5/2015 15:10,0.137,0.016,SDG072,2015
8/5/2015 15:15,0.14,0.016,SDG072,2015
8/5/2015 15:20,0.145,0.018,SDG072,2015
8/5/2015 15:25,0.15,0.019,SDG072,2015
8/5/2015 15:30,0.154,0.021,SDG072,2015
8/5/2015 15:35,0.158,0.022,SDG072,2015
8/5/2015 15:40,0.161,0.024,SDG072,2015
8/5/2015 15:45,0.164,0.025,SDG072,2015
8/5/2015 15:50,0.169,0.026,SDG072,2015
8/5/2015 15:55,0.172,0.028,SDG072,2015
8/5/2015 16:00,0.176,0.029,SDG072,2015
8/5/2015 16:05,0.18,0.031,SDG072,2015
8/5/2015 16:10,0.184,0.033,SDG072,2015
8/5/2015 16:15,0.188,0.034,SDG072,2015
8/5/2015 16:20,0.191,0.036,SDG072,2015
8/5/2015 16:25,0.192,0.036,SDG072,2015
8/5/2015 16:30,0.195,0.038,SDG072,2015
8/5/2015 16:35,0.196,0.038,SDG072,2015
8/5/2015 16:40,0.197,0.039,SDG072,2015
8/5/2015 16:45,0.198,0.039,SDG072,2015
8/5/2015 16:50,0.199,0.04,SDG072,2015
8/5/2015 16:55,0.201,0.041,SDG072,2015
8/5/2015 17:00,0.204,0.042,SDG072,2015
8/5/2015 17:05,0.207,0.044,SDG072,2015
8/5/2015 17:10,0.21,0.045,SDG072,2015
8/5/2015 17:15,0.211,0.046,SDG072,2015
8/5/2015 17:20,0.213,0.047,SDG072,2015
8/5/2015 17:25,0.214,0.047,SDG072,2015
8/5/2015 17:30,0.213,0.047,SDG072,2015
8/5/2015 17:35,0.212,0.047,SDG072,2015
8/5/2015 17:40,0.21,0.046,SDG072,2015
8/5/2015 17:45,0.208,0.045,SDG072,2015
8/5/2015 17:50,0.207,0.044,SDG072,2015
8/5/2015 17:55,0.205,0.043,SDG072,2015
8/5/2015 18:00,0.204,0.042,SDG072,2015
8/5/2015 18:05,0.203,0.042,SDG072,2015
8/5/2015 18:10,0.202,0.041,SDG072,2015
8/5/2015 18:15,0.201,0.041,SDG072,2015
8/5/2015 18:20,0.2,0.04,SDG072,2015
8/5/2015 18:25,0.197,0.039,SDG072,2015
8/5/2015 18:30,0.195,0.038,SDG072,2015
8/5/2015 18:35,0.193,0.037,SDG072,2015
8/5/2015 18:40,0.192,0.036,SDG072,2015
8/5/2015 18:45,0.19,0.036,SDG072,2015
8/5/2015 18:50,0.188,0.034,SDG072,2015
8/5/2015 18:55,0.186,0.033,SDG072,2015
8/5/2015 19:00,0.185,0.033,SDG072,2015
8/5/2015 19:05,0.183,0.032,SDG072,2015
8/5/2015 19:10,0.181,0.032,SDG072,2015
8/5/2015 19:15,0.18,0.031,SDG072,2015
8/5/2015 19:20,0.178,0.03,SDG072,2015
8/5/2015 19:25,0.177,0.03,SDG072,2015
8/5/2015 19:30,0.175,0.029,SDG072,2015
8/5/2015 19:35,0.172,0.028,SDG072,2015
8/5/2015 19:40,0.17,0.027,SDG072,2015
8/5/2015 19:45,0.168,0.026,SDG072,2015
8/5/2015 19:50,0.165,0.025,SDG072,2015
8/5/2015 19:55,0.164,0.024,SDG072,2015
8/5/2015 20:00,0.161,0.023,SDG072,2015
8/5/2015 20:05,0.159,0.023,SDG072,2015
8/5/2015 20:10,0.158,0.022,SDG072,2015
8/5/2015 20:15,0.158,0.022,SDG072,2015
8/5/2015 20:20,0.157,0.022,SDG072,2015
8/5/2015 20:25,0.156,0.022,SDG072,2015
8/5/2015 20:30,0.156,0.022,SDG072,2015
8/5/2015 20:35,0.154,0.021,SDG072,2015
8/5/2015 20:40,0.152,0.02,SDG072,2015
8/5/2015 20:45,0.151,0.02,SDG072,2015
8/5/2015 20:50,0.151,0.02,SDG072,2015
8/5/2015 20:55,0.15,0.02,SDG072,2015
8/5/2015 21:00,0.15,0.02,SDG072,2015
8/5/2015 21:05,0.15,0.02,SDG072,2015
8/5/2015 21:10,0.15,0.02,SDG072,2015
8/5/2015 21:15,0.149,0.019,SDG072,2015
8/5/2015 21:20,0.148,0.019,SDG072,2015
8/5/2015 21:25,0.147,0.019,SDG072,2015
8/5/2015 21:30,0.146,0.018,SDG072,2015
8/5/2015 21:35,0.145,0.018,SDG072,2015
8/5/2015 21:40,0.144,0.018,SDG072,2015
8/5/2015 21:45,0.144,0.018,SDG072,2015
8/5/2015 21:50,0.143,0.017,SDG072,2015
8/5/2015 21:55,0.143,0.017,SDG072,2015
8/5/2015 22:00,0.143,0.018,SDG072,2015
8/5/2015 22:05,0.142,0.017,SDG072,2015
8/5/2015 22:10,0.141,0.017,SDG072,2015
8/5/2015 22:15,0.139,0.016,SDG072,2015
8/5/2015 22:20,0.138,0.016,SDG072,2015
8/5/2015 22:25,0.138,0.016,SDG072,2015
8/5/2015 22:30,0.138,0.016,SDG072,2015
8/5/2015 22:35,0.139,0.016,SDG072,2015
8/5/2015 22:40,0.141,0.017,SDG072,2015
8/5/2015 22:45,0.142,0.017,SDG072,2015
8/5/2015 22:50,0.144,0.018,SDG072,2015
8/5/2015 22:55,0.145,0.018,SDG072,2015
8/5/2015 23:00,0.152,0.02,SDG072,2015
8/5/2015 23:05,0.164,0.025,SDG072,2015
8/5/2015 23:10,0.179,0.031,SDG072,2015
8/5/2015 23:15,0.2,0.04,SDG072,2015
8/5/2015 23:20,0.229,0.056,SDG072,2015
8/5/2015 23:25,0.27,0.085,SDG072,2015
8/5/2015 23:30,0.32,0.13,SDG072,2015
8/5/2015 23:35,0.375,0.194,SDG072,2015
8/5/2015 23:40,0.432,0.275,SDG072,2015
8/5/2015 23:45,0.494,0.385,SDG072,2015
8/5/2015 23:50,0.597,0.619,SDG072,2015
8/5/2015 23:55,0.712,0.962,SDG072,2015
8/6/2015 0:00,0.819,1.367,SDG072,2015
8/6/2015 0:05,0.926,1.854,SDG072,2015
8/6/2015 0:10,1.028,2.41,SDG072,2015
8/6/2015 0:15,1.122,2.996,SDG072,2015
8/6/2015 0:20,1.207,3.601,SDG072,2015
8/6/2015 0:25,1.285,4.214,SDG072,2015
8/6/2015 0:30,1.364,4.889,SDG072,2015
8/6/2015 0:35,1.439,5.588,SDG072,2015
8/6/2015 0:40,1.505,6.252,SDG072,2015
8/6/2015 0:45,1.562,6.858,SDG072,2015
8/6/2015 0:50,1.61,7.401,SDG072,2015
8/6/2015 0:55,1.654,7.912,SDG072,2015
8/6/2015 1:00,1.697,8.438,SDG072,2015
8/6/2015 1:05,1.733,8.895,SDG072,2015
8/6/2015 1:10,1.77,9.373,SDG072,2015
8/6/2015 1:15,1.81,9.909,SDG072,2015
8/6/2015 1:20,1.844,10.388,SDG072,2015
8/6/2015 1:25,1.875,10.831,SDG072,2015
8/6/2015 1:30,1.904,11.258,SDG072,2015
8/6/2015 1:35,1.932,11.672,SDG072,2015
8/6/2015 1:40,1.967,12.199,SDG072,2015
8/6/2015 1:45,2.002,12.751,SDG072,2015
8/6/2015 1:50,2.021,13.061,SDG072,2015
8/6/2015 1:55,2.019,13.034,SDG072,2015
8/6/2015 2:00,2.003,12.77,SDG072,2015
8/6/2015 2:05,1.973,12.3,SDG072,2015
8/6/2015 2:10,1.931,11.658,SDG072,2015
8/6/2015 2:15,1.881,10.92,SDG072,2015
8/6/2015 2:20,1.824,10.11,SDG072,2015
8/6/2015 2:25,1.767,9.339,SDG072,2015
8/6/2015 2:30,1.717,8.694,SDG072,2015
8/6/2015 2:35,1.675,8.17,SDG072,2015
8/6/2015 2:40,1.629,7.62,SDG072,2015
8/6/2015 2:45,1.584,7.098,SDG072,2015
8/6/2015 2:50,1.537,6.589,SDG072,2015
8/6/2015 2:55,1.49,6.094,SDG072,2015
8/6/2015 3:00,1.442,5.615,SDG072,2015
8/6/2015 3:05,1.394,5.165,SDG072,2015
8/6/2015 3:10,1.348,4.744,SDG072,2015
8/6/2015 3:15,1.31,4.417,SDG072,2015
8/6/2015 3:20,1.266,4.059,SDG072,2015
8/6/2015 3:25,1.224,3.731,SDG072,2015
8/6/2015 3:30,1.184,3.429,SDG072,2015
8/6/2015 3:35,1.146,3.162,SDG072,2015
8/6/2015 3:40,1.109,2.915,SDG072,2015
8/6/2015 3:45,1.073,2.685,SDG072,2015
8/6/2015 3:50,1.041,2.488,SDG072,2015
8/6/2015 3:55,1.011,2.31,SDG072,2015
8/6/2015 4:00,0.982,2.15,SDG072,2015
8/6/2015 4:05,0.955,2.004,SDG072,2015
8/6/2015 4:10,0.929,1.871,SDG072,2015
8/6/2015 4:15,0.906,1.756,SDG072,2015
8/6/2015 4:20,0.883,1.65,SDG072,2015
8/6/2015 4:25,0.862,1.552,SDG072,2015
8/6/2015 4:30,0.841,1.461,SDG072,2015
8/6/2015 4:35,0.821,1.376,SDG072,2015
8/6/2015 4:40,0.805,1.307,SDG072,2015
8/6/2015 4:45,0.786,1.231,SDG072,2015
8/6/2015 4:50,0.765,1.15,SDG072,2015
8/6/2015 4:55,0.747,1.084,SDG072,2015
8/6/2015 5:00,0.734,1.037,SDG072,2015
8/6/2015 5:05,0.723,1,SDG072,2015
8/6/2015 5:10,0.718,0.982,SDG072,2015
8/6/2015 5:15,0.713,0.966,SDG072,2015
8/6/2015 5:20,0.707,0.946,SDG072,2015
8/6/2015 5:25,0.699,0.92,SDG072,2015
8/6/2015 5:30,0.692,0.897,SDG072,2015
8/6/2015 5:35,0.687,0.881,SDG072,2015
8/6/2015 5:40,0.683,0.866,SDG072,2015
8/6/2015 5:45,0.679,0.853,SDG072,2015
8/6/2015 5:50,0.672,0.833,SDG072,2015
8/6/2015 5:55,0.665,0.811,SDG072,2015
8/6/2015 6:00,0.657,0.788,SDG072,2015
8/6/2015 6:05,0.649,0.763,SDG072,2015
8/6/2015 6:10,0.641,0.741,SDG072,2015
8/6/2015 6:15,0.633,0.718,SDG072,2015
8/6/2015 6:20,0.625,0.694,SDG072,2015
8/6/2015 6:25,0.614,0.665,SDG072,2015
8/6/2015 6:30,0.605,0.64,SDG072,2015
8/6/2015 6:35,0.593,0.61,SDG072,2015
8/6/2015 6:40,0.583,0.584,SDG072,2015
8/6/2015 6:45,0.573,0.558,SDG072,2015
8/6/2015 6:50,0.562,0.532,SDG072,2015
8/6/2015 6:55,0.551,0.507,SDG072,2015
8/6/2015 7:00,0.541,0.484,SDG072,2015
8/6/2015 7:05,0.531,0.461,SDG072,2015
8/6/2015 7:10,0.52,0.438,SDG072,2015
8/6/2015 7:15,0.509,0.416,SDG072,2015
8/6/2015 7:20,0.499,0.396,SDG072,2015
8/6/2015 7:25,0.49,0.379,SDG072,2015
8/6/2015 7:30,0.481,0.361,SDG072,2015
8/6/2015 7:35,0.47,0.34,SDG072,2015
8/6/2015 7:40,0.46,0.322,SDG072,2015
8/6/2015 7:45,0.451,0.307,SDG072,2015
8/6/2015 7:50,0.444,0.295,SDG072,2015
8/6/2015 7:55,0.435,0.281,SDG072,2015
8/6/2015 8:00,0.429,0.27,SDG072,2015
8/6/2015 8:05,0.423,0.261,SDG072,2015
8/6/2015 8:10,0.416,0.251,SDG072,2015
8/6/2015 8:15,0.409,0.24,SDG072,2015
8/6/2015 8:20,0.402,0.231,SDG072,2015
8/6/2015 8:25,0.396,0.222,SDG072,2015
8/6/2015 8:30,0.392,0.216,SDG072,2015
8/6/2015 8:35,0.387,0.21,SDG072,2015
8/6/2015 8:40,0.383,0.204,SDG072,2015
8/6/2015 8:45,0.379,0.198,SDG072,2015
8/6/2015 8:50,0.375,0.194,SDG072,2015
8/6/2015 8:55,0.37,0.188,SDG072,2015
8/6/2015 9:00,0.366,0.183,SDG072,2015
8/6/2015 9:05,0.362,0.178,SDG072,2015
8/6/2015 9:10,0.358,0.172,SDG072,2015
8/6/2015 9:15,0.353,0.167,SDG072,2015
8/6/2015 9:20,0.35,0.162,SDG072,2015
8/6/2015 9:25,0.346,0.158,SDG072,2015
8/6/2015 9:30,0.344,0.156,SDG072,2015
8/6/2015 9:35,0.343,0.155,SDG072,2015
8/6/2015 9:40,0.34,0.152,SDG072,2015
8/6/2015 9:45,0.339,0.15,SDG072,2015
8/6/2015 9:50,0.336,0.148,SDG072,2015
8/6/2015 9:55,0.336,0.147,SDG072,2015
8/6/2015 10:00,0.333,0.144,SDG072,2015
8/6/2015 10:05,0.333,0.144,SDG072,2015
8/6/2015 10:10,0.331,0.142,SDG072,2015
8/6/2015 10:15,0.33,0.14,SDG072,2015
8/6/2015 10:20,0.331,0.142,SDG072,2015
8/6/2015 10:25,0.333,0.144,SDG072,2015
8/6/2015 10:30,0.337,0.148,SDG072,2015
8/6/2015 10:35,0.339,0.15,SDG072,2015
8/6/2015 10:40,0.342,0.154,SDG072,2015
8/6/2015 10:45,0.345,0.157,SDG072,2015
8/6/2015 10:50,0.347,0.16,SDG072,2015
8/6/2015 10:55,0.349,0.162,SDG072,2015
8/6/2015 11:00,0.35,0.163,SDG072,2015
8/6/2015 11:05,0.352,0.165,SDG072,2015
8/6/2015 11:10,0.351,0.164,SDG072,2015
8/6/2015 11:15,0.352,0.165,SDG072,2015
8/6/2015 11:20,0.352,0.165,SDG072,2015
8/6/2015 11:25,0.352,0.166,SDG072,2015
8/6/2015 11:30,0.353,0.166,SDG072,2015
8/6/2015 11:35,0.353,0.166,SDG072,2015
8/6/2015 11:40,0.353,0.167,SDG072,2015
8/6/2015 11:45,0.353,0.167,SDG072,2015
8/6/2015 11:50,0.355,0.169,SDG072,2015
8/6/2015 11:55,0.357,0.171,SDG072,2015
8/6/2015 12:00,0.359,0.174,SDG072,2015
8/6/2015 12:05,0.363,0.178,SDG072,2015
8/6/2015 12:10,0.365,0.181,SDG072,2015
8/6/2015 12:15,0.365,0.181,SDG072,2015
8/6/2015 12:20,0.368,0.185,SDG072,2015
8/6/2015 12:25,0.371,0.189,SDG072,2015
8/6/2015 12:30,0.375,0.194,SDG072,2015
8/6/2015 12:35,0.377,0.197,SDG072,2015
8/6/2015 12:40,0.379,0.199,SDG072,2015
8/6/2015 12:45,0.382,0.203,SDG072,2015
8/6/2015 12:50,0.385,0.207,SDG072,2015
8/6/2015 12:55,0.388,0.211,SDG072,2015
8/6/2015 13:00,0.39,0.214,SDG072,2015
8/6/2015 13:05,0.393,0.218,SDG072,2015
8/6/2015 13:10,0.395,0.221,SDG072,2015
8/6/2015 13:15,0.398,0.225,SDG072,2015
8/6/2015 13:20,0.402,0.23,SDG072,2015
8/6/2015 13:25,0.406,0.236,SDG072,2015
8/6/2015 13:30,0.41,0.242,SDG072,2015
8/6/2015 13:35,0.411,0.244,SDG072,2015
8/6/2015 13:40,0.415,0.25,SDG072,2015
8/6/2015 13:45,0.419,0.256,SDG072,2015
8/6/2015 13:50,0.422,0.261,SDG072,2015
8/6/2015 13:55,0.425,0.265,SDG072,2015
8/6/2015 14:00,0.428,0.269,SDG072,2015
8/6/2015 14:05,0.432,0.275,SDG072,2015
8/6/2015 14:10,0.435,0.281,SDG072,2015
8/6/2015 14:15,0.438,0.285,SDG072,2015
8/6/2015 14:20,0.441,0.29,SDG072,2015
8/6/2015 14:25,0.442,0.292,SDG072,2015
8/6/2015 14:30,0.444,0.295,SDG072,2015
8/6/2015 14:35,0.446,0.299,SDG072,2015
8/6/2015 14:40,0.449,0.304,SDG072,2015
8/6/2015 14:45,0.455,0.314,SDG072,2015
8/6/2015 14:50,0.459,0.32,SDG072,2015
8/6/2015 14:55,0.463,0.329,SDG072,2015
8/6/2015 15:00,0.468,0.336,SDG072,2015
8/6/2015 15:05,0.473,0.346,SDG072,2015
8/6/2015 15:10,0.476,0.352,SDG072,2015
8/6/2015 15:15,0.48,0.36,SDG072,2015
8/6/2015 15:20,0.487,0.372,SDG072,2015
8/6/2015 15:25,0.493,0.384,SDG072,2015
8/6/2015 15:30,0.497,0.392,SDG072,2015
8/6/2015 15:35,0.499,0.396,SDG072,2015
8/6/2015 15:40,0.501,0.4,SDG072,2015
8/6/2015 15:45,0.504,0.406,SDG072,2015
8/6/2015 15:50,0.509,0.415,SDG072,2015
8/6/2015 15:55,0.514,0.426,SDG072,2015
8/6/2015 16:00,0.517,0.432,SDG072,2015
8/6/2015 16:05,0.521,0.442,SDG072,2015
8/6/2015 16:10,0.524,0.447,SDG072,2015
8/6/2015 16:15,0.526,0.452,SDG072,2015
8/6/2015 16:20,0.528,0.456,SDG072,2015
8/6/2015 16:25,0.532,0.463,SDG072,2015
8/6/2015 16:30,0.534,0.47,SDG072,2015
8/6/2015 16:35,0.538,0.478,SDG072,2015
8/6/2015 16:40,0.542,0.486,SDG072,2015
8/6/2015 16:45,0.544,0.49,SDG072,2015
8/6/2015 16:50,0.547,0.497,SDG072,2015
8/6/2015 16:55,0.549,0.503,SDG072,2015
8/6/2015 17:00,0.553,0.512,SDG072,2015
8/6/2015 17:05,0.558,0.523,SDG072,2015
8/6/2015 17:10,0.564,0.537,SDG072,2015
8/6/2015 17:15,0.569,0.549,SDG072,2015
8/6/2015 17:20,0.572,0.556,SDG072,2015
8/6/2015 17:25,0.575,0.563,SDG072,2015
8/6/2015 17:30,0.577,0.57,SDG072,2015
8/6/2015 17:35,0.581,0.579,SDG072,2015
8/6/2015 17:40,0.582,0.581,SDG072,2015
8/6/2015 17:45,0.584,0.585,SDG072,2015
8/6/2015 17:50,0.585,0.59,SDG072,2015
8/6/2015 17:55,0.586,0.59,SDG072,2015
8/6/2015 18:00,0.586,0.591,SDG072,2015
8/6/2015 18:05,0.586,0.591,SDG072,2015
8/6/2015 18:10,0.585,0.588,SDG072,2015
8/6/2015 18:15,0.584,0.585,SDG072,2015
8/6/2015 18:20,0.583,0.583,SDG072,2015
8/6/2015 18:25,0.58,0.577,SDG072,2015
8/6/2015 18:30,0.58,0.576,SDG072,2015
8/6/2015 18:35,0.578,0.571,SDG072,2015
8/6/2015 18:40,0.576,0.567,SDG072,2015
8/6/2015 18:45,0.575,0.563,SDG072,2015
8/6/2015 18:50,0.573,0.559,SDG072,2015
8/6/2015 18:55,0.571,0.553,SDG072,2015
8/6/2015 19:00,0.567,0.544,SDG072,2015
8/6/2015 19:05,0.565,0.539,SDG072,2015
8/6/2015 19:10,0.562,0.531,SDG072,2015
8/6/2015 19:15,0.56,0.528,SDG072,2015
8/6/2015 19:20,0.556,0.518,SDG072,2015
8/6/2015 19:25,0.555,0.516,SDG072,2015
8/6/2015 19:30,0.554,0.514,SDG072,2015
8/6/2015 19:35,0.552,0.509,SDG072,2015
8/6/2015 19:40,0.55,0.505,SDG072,2015
8/6/2015 19:45,0.546,0.495,SDG072,2015
8/6/2015 19:50,0.543,0.489,SDG072,2015
8/6/2015 19:55,0.541,0.484,SDG072,2015
8/6/2015 20:00,0.537,0.476,SDG072,2015
8/6/2015 20:05,0.534,0.469,SDG072,2015
8/6/2015 20:10,0.53,0.46,SDG072,2015
8/6/2015 20:15,0.526,0.451,SDG072,2015
8/6/2015 20:20,0.525,0.45,SDG072,2015
8/6/2015 20:25,0.519,0.437,SDG072,2015
8/6/2015 20:30,0.514,0.426,SDG072,2015
8/6/2015 20:35,0.509,0.416,SDG072,2015
8/6/2015 20:40,0.504,0.407,SDG072,2015
8/6/2015 20:45,0.499,0.396,SDG072,2015
8/6/2015 20:50,0.494,0.387,SDG072,2015
8/6/2015 20:55,0.489,0.376,SDG072,2015
8/6/2015 21:00,0.481,0.361,SDG072,2015
8/6/2015 21:05,0.475,0.35,SDG072,2015
8/6/2015 21:10,0.467,0.336,SDG072,2015
8/6/2015 21:15,0.46,0.323,SDG072,2015
8/6/2015 21:20,0.454,0.312,SDG072,2015
8/6/2015 21:25,0.447,0.3,SDG072,2015
8/6/2015 21:30,0.44,0.289,SDG072,2015
8/6/2015 21:35,0.433,0.278,SDG072,2015
8/6/2015 21:40,0.427,0.268,SDG072,2015
8/6/2015 21:45,0.421,0.259,SDG072,2015
8/6/2015 21:50,0.417,0.253,SDG072,2015
8/6/2015 21:55,0.413,0.246,SDG072,2015
8/6/2015 22:00,0.408,0.24,SDG072,2015
8/6/2015 22:05,0.409,0.24,SDG072,2015
8/6/2015 22:10,0.41,0.242,SDG072,2015
8/6/2015 22:15,0.414,0.248,SDG072,2015
8/6/2015 22:20,0.418,0.254,SDG072,2015
8/6/2015 22:25,0.42,0.257,SDG072,2015
8/6/2015 22:30,0.422,0.26,SDG072,2015
8/6/2015 22:35,0.422,0.26,SDG072,2015
8/6/2015 22:40,0.422,0.26,SDG072,2015
8/6/2015 22:45,0.422,0.261,SDG072,2015
8/6/2015 22:50,0.424,0.263,SDG072,2015
8/6/2015 22:55,0.428,0.269,SDG072,2015
8/6/2015 23:00,0.433,0.277,SDG072,2015
8/6/2015 23:05,0.436,0.282,SDG072,2015
8/6/2015 23:10,0.439,0.287,SDG072,2015
8/6/2015 23:15,0.44,0.289,SDG072,2015
8/6/2015 23:20,0.443,0.293,SDG072,2015
8/6/2015 23:25,0.444,0.295,SDG072,2015
8/6/2015 23:30,0.444,0.296,SDG072,2015
8/6/2015 23:35,0.445,0.297,SDG072,2015
8/6/2015 23:40,0.446,0.298,SDG072,2015
8/6/2015 23:45,0.445,0.297,SDG072,2015
8/6/2015 23:50,0.443,0.293,SDG072,2015
8/6/2015 23:55,0.438,0.286,SDG072,2015
8/7/2015 0:00,0.437,0.284,SDG072,2015
8/7/2015 0:05,0.438,0.286,SDG072,2015
8/7/2015 0:10,0.44,0.288,SDG072,2015
8/7/2015 0:15,0.441,0.29,SDG072,2015
8/7/2015 0:20,0.443,0.294,SDG072,2015
8/7/2015 0:25,0.444,0.295,SDG072,2015
8/7/2015 0:30,0.445,0.297,SDG072,2015
8/7/2015 0:35,0.445,0.298,SDG072,2015
8/7/2015 0:40,0.446,0.299,SDG072,2015
8/7/2015 0:45,0.445,0.298,SDG072,2015
8/7/2015 0:50,0.443,0.294,SDG072,2015
8/7/2015 0:55,0.441,0.291,SDG072,2015
8/7/2015 1:00,0.435,0.281,SDG072,2015
8/7/2015 1:05,0.429,0.271,SDG072,2015
8/7/2015 1:10,0.421,0.259,SDG072,2015
8/7/2015 1:15,0.419,0.256,SDG072,2015
8/7/2015 1:20,0.419,0.256,SDG072,2015
8/7/2015 1:25,0.419,0.255,SDG072,2015
8/7/2015 1:30,0.418,0.254,SDG072,2015
8/7/2015 1:35,0.417,0.253,SDG072,2015
8/7/2015 1:40,0.416,0.252,SDG072,2015
8/7/2015 1:45,0.416,0.251,SDG072,2015
8/7/2015 1:50,0.415,0.25,SDG072,2015
8/7/2015 1:55,0.415,0.249,SDG072,2015
8/7/2015 2:00,0.414,0.249,SDG072,2015
8/7/2015 2:05,0.414,0.248,SDG072,2015
8/7/2015 2:10,0.414,0.248,SDG072,2015
8/7/2015 2:15,0.415,0.249,SDG072,2015
8/7/2015 2:20,0.417,0.253,SDG072,2015
8/7/2015 2:25,0.424,0.264,SDG072,2015
8/7/2015 2:30,0.435,0.281,SDG072,2015
8/7/2015 2:35,0.448,0.302,SDG072,2015
8/7/2015 2:40,0.459,0.321,SDG072,2015
8/7/2015 2:45,0.469,0.339,SDG072,2015
8/7/2015 2:50,0.477,0.353,SDG072,2015
8/7/2015 2:55,0.485,0.369,SDG072,2015
8/7/2015 3:00,0.493,0.384,SDG072,2015
8/7/2015 3:05,0.498,0.394,SDG072,2015
8/7/2015 3:10,0.502,0.401,SDG072,2015
8/7/2015 3:15,0.503,0.405,SDG072,2015
8/7/2015 3:20,0.505,0.408,SDG072,2015
8/7/2015 3:25,0.505,0.408,SDG072,2015
8/7/2015 3:30,0.504,0.405,SDG072,2015
8/7/2015 3:35,0.501,0.4,SDG072,2015
8/7/2015 3:40,0.498,0.393,SDG072,2015
8/7/2015 3:45,0.494,0.386,SDG072,2015
8/7/2015 3:50,0.49,0.378,SDG072,2015
8/7/2015 3:55,0.486,0.371,SDG072,2015
8/7/2015 4:00,0.483,0.364,SDG072,2015
8/7/2015 4:05,0.478,0.356,SDG072,2015
8/7/2015 4:10,0.474,0.348,SDG072,2015
8/7/2015 4:15,0.471,0.342,SDG072,2015
8/7/2015 4:20,0.467,0.336,SDG072,2015
8/7/2015 4:25,0.464,0.33,SDG072,2015
8/7/2015 4:30,0.462,0.326,SDG072,2015
8/7/2015 4:35,0.459,0.321,SDG072,2015
8/7/2015 4:40,0.456,0.315,SDG072,2015
8/7/2015 4:45,0.452,0.31,SDG072,2015
8/7/2015 4:50,0.448,0.303,SDG072,2015
8/7/2015 4:55,0.444,0.296,SDG072,2015
8/7/2015 5:00,0.441,0.291,SDG072,2015
8/7/2015 5:05,0.437,0.283,SDG072,2015
8/7/2015 5:10,0.433,0.277,SDG072,2015
8/7/2015 5:15,0.426,0.267,SDG072,2015
8/7/2015 5:20,0.419,0.256,SDG072,2015
8/7/2015 5:25,0.413,0.246,SDG072,2015
8/7/2015 5:30,0.406,0.236,SDG072,2015
8/7/2015 5:35,0.398,0.225,SDG072,2015
8/7/2015 5:40,0.391,0.215,SDG072,2015
8/7/2015 5:45,0.384,0.205,SDG072,2015
8/7/2015 5:50,0.377,0.196,SDG072,2015
8/7/2015 5:55,0.369,0.186,SDG072,2015
8/7/2015 6:00,0.362,0.178,SDG072,2015
8/7/2015 6:05,0.355,0.169,SDG072,2015
8/7/2015 6:10,0.348,0.161,SDG072,2015
8/7/2015 6:15,0.342,0.154,SDG072,2015
8/7/2015 6:20,0.337,0.148,SDG072,2015
8/7/2015 6:25,0.33,0.141,SDG072,2015
8/7/2015 6:30,0.323,0.134,SDG072,2015
8/7/2015 6:35,0.317,0.127,SDG072,2015
8/7/2015 6:40,0.311,0.122,SDG072,2015
8/7/2015 6:45,0.308,0.118,SDG072,2015
8/7/2015 6:50,0.307,0.118,SDG072,2015
8/7/2015 6:55,0.308,0.118,SDG072,2015
8/7/2015 7:00,0.309,0.119,SDG072,2015
8/7/2015 7:05,0.311,0.121,SDG072,2015
8/7/2015 7:10,0.312,0.123,SDG072,2015
8/7/2015 7:15,0.314,0.124,SDG072,2015
8/7/2015 7:20,0.315,0.126,SDG072,2015
8/7/2015 7:25,0.315,0.126,SDG072,2015
8/7/2015 7:30,0.315,0.126,SDG072,2015
8/7/2015 7:35,0.314,0.124,SDG072,2015
8/7/2015 7:40,0.313,0.123,SDG072,2015
8/7/2015 7:45,0.31,0.121,SDG072,2015
8/7/2015 7:50,0.307,0.117,SDG072,2015
8/7/2015 7:55,0.303,0.114,SDG072,2015
8/7/2015 8:00,0.299,0.11,SDG072,2015
8/7/2015 8:05,0.294,0.105,SDG072,2015
8/7/2015 8:10,0.289,0.101,SDG072,2015
8/7/2015 8:15,0.285,0.097,SDG072,2015
